pub_date,abstract,compound,neg,neu,pos
12/1/1999,"Nasdaq Composite Index rises 8.09 points to record 3,594.17 in its busiest day ever, led by Amazon.com Inc; Dow Jones industrial average rises 66.67, to 11,134.79; graphs (M)",0,0,1,0
12/1/2000,"Industry analysts say holiday shopping season seems to be among worst in decade, despite widespread markdowns and burst of last-minute buying; International Council of Shopping Centers reports sales at specialty stores in malls rose only 2.2 percent, down from 7.7 percent gain last year; sales are disappointing across almost all categories, with sales of bit-ticket, discretionary items particularly hard hit; graph of holiday sales; photo (M)",-0.0498,0.116,0.771,0.113
11/1/2000,"Gateway, second-largest US direct seller of computers, reports Thanksgiving sales 30 percent below last year's; warns that it will probably miss future quarterly earnings projections by wide margin (M)",-0.25,0.1,0.9,0
12/1/2000,EToys and other Internet retailers are cutting prices as much as 75 percent to get rid of unsold merchandise after mixed holiday sales season; clearance sales are most important for companies that need more financing to stay in business (M),0.5095,0.035,0.855,0.111
12/1/2000,"Last-minute sales, ingrained holiday tradition used largely as strategic tactic by retailers, have become increasingly desperate gambit because of slowing economy and steep loss in consumer appetite; vendors nationwide are slashing prices unusually early to rid themselves of unanticipated excess inventory; sales at specialty stores are down 6.2 percent for season as of December 10, despite strong sales reported day after Thanksgiving; anaylsts say it is hard to remember holiday season that offered bigger bargains to savvy shopper; photos (M)",-0.5271,0.121,0.818,0.061
12/1/2000,"Online retail sales are estimated to rise of between 50 percent and 100 percent over last year, but fall short of many predictions; and a great percentage of Internet merchants' sales have been gleaned by online affiliates of conventional stores, to the dismay of Web-only merchants, many of whom will likely not survive; photo; list (M)",0.4497,0.059,0.85,0.091
12/1/2000," Early Flight Arrivals Often Mean Travelers Still Wait  These days, the scourge of air travel is often a flight that arrives late. But many passengers have begun to complain about something they find nearly as annoying: landing early. Officials say that annoyance is part of a broader problem of congestion at the nation's biggest airports. [Page A1.]    Decorations Find a New Market  Sales of Christmas kitsch are growing in China, where hotels, restaurants and shops bought nearly $50 million worth of holiday decorations this year. Christmas has been co-opted by the Communists as good for stimulating business, and it is already a bigger deal than New Year's Eve in China's cities. [C3.]",0.2263,0.084,0.816,0.1
11/1/2000,"Wal-Mart Stores Inc says profit rose 5.8 percent in its fiscal third quarter ended Oct 31; net income rose to $1.37 billion from $1.29 billion a year ago; sales rose 13 percent, to $45.7 billion from $40.4 billion; J C Penney reports $23 million loss in third quarter ended Oct 28 compared with profit of $142 million in year-earlier period; Home Depot Inc says profit rose 14 percent in fiscal third quarter ended Oct 29; net income rose to $650 million from $573 million; sales rose 17 percent, to $11.55 billion from $9.88 billion; Saks Inc says profit tumbled 97 percent in third quarter ended Oct 28; profit from operations fell to $1 million from $31.6 million a year earlier; sales rose 1.2 percent, to $1.57 billion from $1.55 billion (M)",0.9042,0.017,0.878,0.105
12/1/2000,"Montgomery Ward & Co, once the greatest American retailer and pioneer of many sales practices that became widely accepted, says that it will go out of business after 128 years; company, owned by General Electric, says it will close its 250 stores and dismiss 28,000 associates who run them in coming months; it files for Chapter 11 bankruptcy court protection for second and final time and eliminates 450 jobs immediately; photos (L)",0.743,0,0.916,0.084
12/1/2000,"Intel Corp cautions investors that its revenues will be flat for fourth quarter, not up 4 percent to 8 percent as it expected; cites order cancellations by large customers and general slowdowns in world economy; is latest addition to growing list of companies that face troubles in lethargic market for personal computers (M)",-0.5423,0.095,0.874,0.031
12/1/2000,Ostentatious gift wraps are proving popular this year; examples cited; photo (M),0.6908,0,0.637,0.363
11/1/2001,"Article discusses bleak holiday sales outlook for book publishers; with terrorism, war and threat of recession dominating consumers' attention this fall, major publishers are having decreases in their sales of as much as 15 percent from last year's lackluster levels; photo (M)",-0.9349,0.304,0.647,0.049
12/1/2001,"BizRate.com reports 29 percent rise in Internet sales, to $2.13 billion, during two weeks from Nov 19 through Dec 2, helped by price cuts and free shipping (S)",0.2732,0.07,0.825,0.105
12/1/2001,"Last-minute shopping surge may have given nation's retailers and economy small boost; sales gains, spurred by sharp price cuts, will add little to retailers' profits; TeleCheck Services Inc reports pre-Christmas sales nationwide in stores opened at least year rose 2.2 percent over 2000, smallest rise since 1997; Wal-Mart Stores reports sales rose some 6 percent; other discounters also report strong gains; photos (M)",0.8817,0.031,0.782,0.188
12/1/2001,Fears about anthrax spreading by mail have not lowered holiday sales of Hallmark Cards; they are 2 to 4 percent ahead of same period in 2000 (S),-0.5702,0.178,0.774,0.048
12/1/2001," Late Surge in Holiday Sales May Have Lifted Retailers  A surge of last-minute shopping may have given the nation's retailers and the economy a small boost, according to several reports on holiday sales.    The late sales gains will not add much to retailers' profits because most of the increases came after deep price cuts. Still, analysts said the discounts that moved merchandise out of the stores should be good for the overall economy. [Page A1.]",0.9201,0.026,0.781,0.193
11/1/2001,E-Commerce Report column notes that majority of big retailers are optimistic concerning online holiday sales; photo (M),0.6124,0,0.75,0.25
12/1/2001," Japan Details Sea Battle  Japan Coast Guard officials say a vessel suspected of being a North Korean spy boat fired rockets at two of its ships.   PAGE A3    A Christmas Quarrel  Israel barred Yasir Arafat from religious ceremonies in Bethlehem, and Palestinian gunmen shot an Israeli motorist.   PAGE A4",-0.7964,0.159,0.841,0
12/1/2001,Technology Briefing,0,0,1,0
12/1/2001,"Shoppers crowd stores day after Christmas, searching for bargains and big discounts, but are often disappointed with markdowns; in some areas, stores are empty; photo (M)",-0.7469,0.209,0.791,0
12/1/2001,"Holiday sales show signs of being much stronger than retailers expected, and store inventories now emerges as defining issue for retailers and manufacturers; merchants scaled back markedly on orders last spring, sensing sharp economic downturn, and Sept 11 terrorist attacks further discouraged them, leading them to cancel or return goods and scuttle reorder plans; current conditions suggest possibility of widespread shortages during coming weeks; photos; charts (M)",-0.8225,0.176,0.758,0.067
12/1/2002,Roundup of Manhattan stores featuring bargain prices and pre-holiday sales on home furnishings and furniture; photos (M),0.2023,0,0.899,0.101
12/1/2002,"Retailers' hoped-for last minute shopping rush in days before Christmas never arrived this year; some analysts are predicting worst retail Christmas sales in decades; retailers were already bracing themselves, knowing there are six fewer shopping days this year between Thanksgiving and Christmas; International Council of Shopping Centers statistics show holiday sales increases in last three years have steadily shrunk--from 9.5 percent increase in 1999 to just 4 percent gain in 2000 and slim 2.3 percent jump last year; one analyst estimates that more than half of merchandise in most major stores has been reduced this holiday season; photo; graph (M)",0.7184,0.038,0.861,0.102
12/1/2002,"This year's holiday season is worst in many years for retail stores; retail analyst Michael P Niemira says growth in United States retail sales for months of Nov and Dec, at 1.5 percent, is lowest since at least 1970; spokesman for National Retail Federation, known for its upbeat forecasts, lowers its estimate of percent growth for Dec to 3.5 percent; Wal-Mart Stores, nation's biggest retailer, lowers its estimates of Dec sales growth to 2 percent to 3 percent, rather than 3 percent to 5 percent it was forecasting earlier; last year, Wal-Mart posed Dec sales growth of 8.1 percent; idea that even Wal-Mart is struggling is taken as sign of wider problems; worry about economy and about impending war with Iraq and new terrorist attacks have kept many shoppers from buying, even with deep discounts on many items; percentage of consumers giving gift certificates as presents this holiday season soared from previous years, to 54 percent; photos; graph (M)",-0.7717,0.157,0.716,0.127
12/1/2002,Wal-Mart Stores says that December sales are near low end of its forecast of increase of 3 percent to 5 percent (S),0.0516,0.094,0.804,0.103
12/1/2002,Early holiday reports indicate that sales of CD's continue to decline despite substantial marketing blitz designed by music companies to reverse diminishing retail results; photo (M),0.2751,0.056,0.848,0.095
12/1/2002,"Online retailers are having their best year ever, but exactly how much better is subject to dispute; comScore puts online sales since Nov 1 at $8.4 billion as of Dec 20, 19 percent jump from comparable period of 2001, but not 30 percent increase it predicted just a few weeks ago; BizRate, however, says sales figure as of Dec 20 was $11.3 billion, 40 percent increase from 2001; analysts differ on whether to go with conservative or more bullish estimates; online merchants seem to be doing good job of managing investories and filling orders; sales at brick-and-mortar retail stores are dominated by clothes, toys and books, music and movies, nearly reverse order of online sales; photo (M)",0.4337,0.066,0.853,0.081
12/1/2002,Bookseller Barnes & Noble says it will not meet its holiday sales forecasts; its stock price drops 18 percent (M),0.1882,0.101,0.764,0.135
12/1/2002,"Editorial on anemic pre-Christmas consumer spending, which may be bolstered by stronger post-Christmas gift buying; sees danger that businesses and consumers may drastically alter behavior in anticipation of war with Iraq; cautions policy makers against exaggerating sluggishness of holiday sales to advance tax cuts (M)",-0.3818,0.194,0.64,0.166
11/1/2002,Record companies release unusually heavy blitz of CD's by big-name artists in hopes of drawing big holiday sales; strategy could turn counterproductive if such large number of new releases cancel each other out; photos (M),0.5859,0.05,0.779,0.171
12/1/2002,"Some malls draw crowds for post-holiday sales, but one expert says that shoppers did not flock to Manhattan stores in same numbers they did when economy was stronger (S)",0.5267,0,0.892,0.108
12/1/2003,"Poring over the weekend sales figures, retail stock analysts threw cold water yesterday on some of the more optimistic projections for the kickoff to the holiday shopping season.      ''We believe the results over the weekend were mixed at best, and certainly less robust than last year,'' wrote Todd D. Slater, a retail stocks analyst at Lazard Fr&#232;res & Company.  ",0.9186,0,0.788,0.212
11/1/2003,"Holiday sales on Black Friday, day after Thanksgiving, are described as good but not spectacular; National Retail Federation is expecting 5.7 percent increase in overall holidays sales from 2002 level, increase from 2.1 percent gain registered last year; average consumer is expected to spend $671 on holiday purchases, compared with $648 in 2002; photo (M)",0.965,0,0.693,0.307
12/1/2003,"Estimates of Christmas holiday sales gain this year range from 3.5 percent to 5.7 percent over last year's disappointing holiday season; analysts say 2003 sales will be about average for holiday shopping season, rather than above average as many retailers had projected; some retailers, such as Wal-Mart Stores, expect only modest growth from last year's sales, while luxury retailers like Neiman Marcus and Saks Fifth Avenue report strong sales resulting from substantial holiday discounting; catalogue and online retail sales are expected to show strong gains for 2003, due to inclement weather that kept many shoppers at home during holiday season; photo (M)",0.979,0.026,0.712,0.262
12/1/2003,"Estimates of post-Thanksgiving retail sales range from flat to modest, leaving many merchants hoping that things would pick up later in season; some spokesmen comment (M)",0.4215,0,0.899,0.101
12/1/2003,"OfficeMax, the office products retailer, said yesterday that sales this quarter would exceed its expectations after a one-day record of more than $40 million on Friday.     The number of transactions on the day after Thanksgiving set a single-day record, the chief executive, Michael H. Feuer, said.   ",0.0772,0,0.971,0.029
12/1/2003,"Intel Corp raises low end of its fourth-quarter revenue forecast because of strong holiday sales of its microprocessors for personal computers, but surprises investors with $600 million charge related to acquisition in 1999 of DSP Communications for $1.6 billion (M)",0.5859,0.035,0.82,0.145
12/1/2003,Keynote Systems reports that 12 popular online retail sites whose performance it tracks moved more slowly and failed more frequently in early December than than they did before Thanksgiving; says some are losing far more than 1 percent of potential holiday sales because of poor performance; graph (M),-0.5809,0.163,0.74,0.097
12/1/2003,"Nassau Council of Chambers of Commerce, representing more than 6,000 businesses in Nassau County, NY, calls on residents to patronize local merchants in order to boost county's economy (S)",0.4019,0,0.912,0.088
11/1/2003,Interview with specialty retailing anÿ,0,0,1,0
11/1/2003,"May Department Stores, owner of Lord & Taylor chain, and TJX Companies, operator of TJ Maxx stores, say third-quarter profit rose; earnings declined at J C Penney; National Retail Federation says overall holiday sales are expected to rise 5.7 percent; J C Penney's net income fell to $80 million from $123 million year earlier; sales in three months ended Oct 25 rose 1.4 percent, to $7.99 billion; May's net income rose to $47 million from $16 million year ago; revenue fell less than 1 percent, to $2.98 billion, in period ended Nov 1; sales at stores open least one year declined 2.4 percent; TJX says net income increased to $182.8 million from $147.4 million; sales rose 11 percent, to $3.39 billion; photo (M)",0.7717,0,0.937,0.063
12/1/2004,"Baseball has long fashioned itself a typical American business, adhering to the same capitalist principles and abiding by those steadfast laws of supply and demand. The pool of free agents constitutes the supply; the willingness of owners defines the demand.    In this holiday season, when retailers are wondering why more patrons are not filling their department stores or boutiques, why they are not fighting over the latest fashions and jockeying for a place in the cashier line, baseball seems to have almost the same empty feeling.  ",0.8471,0.049,0.804,0.147
11/1/2004,"Millions of Americans start their holiday shopping, making retailers optimistic about sales; National Retail Federation projects sales gain of 4.5 percent in 2004, which is not as robust as in 2003; emphasis on Black Friday, as day is called because retailers traditionally expect to become profitable for year, is on electronics because toy manufacturers have failed to come up with any must-have new toys; photos (M)",0.7153,0.07,0.783,0.147
12/1/2004,"Online sales growth surpasses high range of estimates thanks to heavy last-minute sales to holiday shoppers; on-line spending was on track to reach only low end of estimates in mid-Dec; experts say typical online holiday favorites of computers, consumer electronics and apparels were again dominant items; photo (M)",0.8934,0.036,0.708,0.256
12/1/2004,"video game industry is poised to enjoy record-breaking holiday season, aided by sales of games tailored for older teens and adults; is doing better than expected at what analysts call beginning of normal cyclical downturn before introduction of new generation of game consoles; sales have been 11 percent higher so far this year than last year; photos (M)",0.8689,0,0.833,0.167
12/1/2004,Tracie Rozhon article on frantic Christmas shopping season notes that retailers lure people into paying different prices for same thing; photos (M),-0.4404,0.121,0.879,0
12/1/2004,"Retail analysts say Christmas shopping season was good, but not great; analysts were assessing traditional bricks-and-mortar retail companies; Amazon.com says it set one-day record during holiday season of 2.8 mill1on orders; Wal-Mart Stores says sales rose 1 percent to 3 percent during seasons, smaller than originally predicted; Target says sales in December may have increased by as much as 5 percent; retail consultants NPD Group sticks to prediction of 3.4 percent increase; National Retail Federation maintains its prediction of 4.5 percent growth; MasterCard predicts 8.1 percent holiday sales growth for both online and gift card sales; Sharper Image says its gadgets did not produce expected windfall, and cuts its profit forecast significantly; photos (Market Place column) (M)",0.9679,0.052,0.739,0.209
12/1/2004,"American retailers report luxury market has come back with a bang for holidays; say tourists from Paris, London and Tokyo have descended on United States market for their holiday gift shoppiong, taking advantage of weaker dollar; say even many Americans in market for gifts with elegant label seem unfazed at higher prices they have to pay; photos; chart (M)",0.8957,0.061,0.71,0.229
11/1/2004,"Travelers must wait on long lines at some airports on day before Thanksgiving, one of busiest travel days of year, as skies become overcast over Northeast and snow falls in Midwest; air travel over weekend is expected to hit four-year record; air fares are up 2.6 percent from 2003; morale is low among employees at nation's struggling carriers; photos (M)",-0.5994,0.078,0.922,0
12/1/2004,Traditional last-minute shoppers flood malls across country on Christmas Eve; photos (M),0,0,1,0
12/1/2004,Shares of Sirius Satellite Radio Inc rise sharply after company says it has surpassed year-end goal of attracting one million subscribers; XM Satellite Radio Holdings Inc says it has met its year-end goal of 3.1 million customers (M)a,0.6486,0,0.872,0.128
11/1/2005,"At 12:05 a.m. yesterday, moments into the earliest store opening on the busiest shopping day of the year, the beleaguered employees at the CompUSA on 57th Street in Manhattan laid down some ground rules: no more pushing and no more grabbing deeply discounted merchandise out of the hands of other customers.     ''Civilized! Civilized!'' implored one employee, as he dumped a cardboard box full of computer equipment into the outstretched hands of two dozen shoppers, who nevertheless lunged at one another to secure some of the limited supply of wireless adapters and Internet cards.  ",-0.6627,0.096,0.862,0.042
12/1/2005,"Texas Instruments, one of the biggest makers of cellphone chips, said yesterday that profit this quarter would be at the top end of its forecast, partly on increased holiday sales of new handsets.      Fourth-quarter profit will rise to 38 to 40 cents a share, compared with the company's October forecast of 36 to 40 cents. The range of its sales forecast was narrowed to $3.56 billion to $3.71 billion, from $3.42 billion to $3.72 billion, the company said.  ",0.9013,0,0.835,0.165
12/1/2005,"Online retailers, whose growth was expected to level off after a decade of dizzying gains, experienced a stellar holiday season, according to two preliminary reports released yesterday, as traditional stores like Wal-Mart and Target cemented their place on the Web.     Consumer spending online reached $18.1 billion in November and December, a 25 percent increase over 2004, according to the research firm ComScore Networks.  ",0.8979,0,0.795,0.205
11/1/2005,,0,0,0,0
11/1/2005,"Wal-Mart Stores reports 3.8 percent rise in third-quarter earnings, to $2.4 billion, smallest quarterly profit increase in four years, but predicts strong holiday sales on strength of aggressive marketing campaign; says sales for quarter rose to $75.4 billion from $68.5 billion a year earlier; attributes drag on third-quarter earnings to several one-time costs, including store closings caused by hurricanes and higher costs of fueling its large trucks; photo (M)",0.9127,0.052,0.752,0.196
11/1/2005,,0,0,0,0
12/1/2005,"Electronic Arts says holiday sales of its video games will be 'well below' earlier projections, latest sign of sharp slide in performance of industry; analysts blame confluence of factors for industry's slide, but say main reason is that Microsoft Corp created huge demand for its Xbox 360 game console through heavy marketing, but did not make enough machines to satisfy demand; say consumers are thus waiting to buy Xbox 360's and, in turn, passing up purchases of games for previous generation of video game consoles, like original Xbox and Sony PlayStation 2; NPD, market research company, has reported that domestic video game sales were $700 million in November, down from $850 million in November 2004; photo (M)",0.9306,0.04,0.815,0.145
11/1/2005,"CRAFTS fairs have come a long way since the days when potters and woodworkers simply gathered on Main Street to sell their wares. Today's events are sleek and sophisticated, with lavish displays of painted silks, watercolors and jewelry vying for attention with hand-framed prints and stained-glass creations.     For example, the holiday boutique planned by the nonprofit Long Island Arts Council in Freeport for Thursday evening, Dec. 1, has a theme of wearable art: jackets, shawls, handbags, painted silk scarves -- all types of decorative clothing and accessories.  ",0.836,0,0.902,0.098
11/1/2005,"Falling fuel prices lifted consumer sentiment in the United States this month, brightening the outlook for the holiday shopping season.     The University of Michigan said yesterday that its index of consumer sentiment increased to 81.6 during the month, from 74.2 in October. Forecasters had expected a reading a 81. The gauge of expectations, which tends to foreshadow changes in consumer spending, also rose.  ",0.8591,0.023,0.815,0.162
11/1/2005,"Stocks rose yesterday for the seventh consecutive trading session as speculation that holiday sales would exceed earlier estimates lifted the shares of retailers, including Best Buy.      The market has now completed its fifth consecutive weekly advance, spurred by signs the Federal Reserve might soon stop raising interest rates, improving consumer sentiment and oil prices under $60 a barrel.  ",0.9136,0.032,0.749,0.219
12/1/2006,"As the nation's merchants began crunching numbers from November, the crucial first leg of the holiday shopping season, one pattern stood out: consumers flocked into department stores but largely shopped right past specialty clothing retailers.     The pattern could hurt chains like Gap, Ann Taylor Stores and Abercrombie & Fitch, and could lead to deeper discounts as those stores scramble to lure customers in the weeks before Christmas.  ",-0.128,0.063,0.867,0.07
12/1/2006,Consumers flocked to department stores but largely shopped right past specialty clothing retailers.,0,0,1,0
11/1/2006,"Early openings, deep discounts and resurgent department stores appeared to give merchants at the mall an edge over discount retailers.",0,0,1,0
12/1/2006,"Shoppers swarmed discount stores and mobbed suburban malls over crucial holiday weekend, but final burst of buying is expected to fall short of retailers' expectations; Visa USA says it will lower its closely watched forecast for holiday spending; says sales rose 6.5 percent in November and December, compared with same period last year, but down from its initial forecast of 7.5 percent gain; ShopperTrak RCT, which measures purchases at 45,000 mall-based stores, says spending rose 22.5 percent on Dec 22 and 23, compared with same period last year, hitting $16.3 billion (M)",0.802,0.028,0.873,0.099
12/1/2006,The final burst of buying over the crucial holiday weekend is expected to fall short of retailers’ expectations.,0.4019,0,0.863,0.137
11/1/2006,"For Wal-Mart, the strategy represents a bet that it can save Christmas by single-mindedly stressing low prices.",-0.1027,0.221,0.625,0.154
12/1/2006,The German retail sector reported a pickup in the second half of December as last-minute holiday shoppers packed into stores and filled cash registers. But a late buying binge in the United States was not enough to meet sales goals.,0.6705,0,0.867,0.133
11/1/2006,"Wal-Mart Stores, Target and Costco post disappointing sales figures for October, suggesting at approach of holiday shopping season that consumers may be watching their expenditures; Wal-Mart, which had meager 0.5 percent rise in same-store sales for month, is expected to make sharp price cuts well before Friday after Thanksgiving; Federated Depatment Stores, J C Penney and Nordstrom report stronger sales gains for month; Labor Department reports that average hourly wages of American workers rose at seasonally adjusted annual rate of 3.7 percent in third quarter, but that productivity was unchanged; photos; graphs (M)",0.296,0.039,0.889,0.072
12/1/2006,"NEW YORK — Retailers are calling it the Coat Crisis of 2006, a fashion fiasco measured in racks of unsold fur-lined shearlings at Saks Fifth Avenue in New York and hooded wool peacoats at the Galeries Lafayette department store in Paris.",-0.8126,0.167,0.833,0
11/1/2006,The results suggest that lower- and middle-class Americans are holding on to their wallets even as energy prices fall and wages rise.,-0.0258,0.091,0.823,0.086
11/1/2007,The reports suggest that jittery consumers are flocking to rock bottom prices and to little else — a boon for discounters like Wal-Mart but trouble for higher-end chains.,-0.4215,0.121,0.819,0.06
11/1/2007,Consumer sentiment warns of low holiday sales.,0.0516,0.343,0.392,0.265
11/1/2007,Hunting for holiday bargain fares to Europe? A number of airlines are running business-class sales with discounts so deep they rival coach-class prices.,0.5859,0,0.766,0.234
11/1/2007,The reports suggest that jittery consumers are flocking to rock-bottom prices and to little else — a boon for discount stores but trouble for higher-end chains.,-0.5499,0.134,0.866,0
11/1/2007,"With stores in the United States dangling steep discounts and consumers worried about the economy, retail sales surged Friday, the day after the U.S. Thanksgiving holiday, yet the amount of money each shopper spent fell, according to two reports.",0.5106,0.05,0.824,0.126
11/1/2007,"Two years ago, Cyber Monday was a marketing gimmick in the United States in search of shoppers. This year, it seems to be a genuine trend that retailers have embraced.",0.4215,0,0.906,0.094
12/1/2007,How little shopping was there this shopping season?,0,0,1,0
11/1/2007,"Two years ago, Cyber Monday  was a marketing strategy in search of shoppers. This year, it seems to be a genuine trend.",0,0,1,0
12/1/2007,"Online sales of holiday stalwarts like jewelry, watches and flowers have dropped from last year’s levels, while sales of more practical items like furniture and appliances have climbed.",0.7717,0,0.765,0.235
12/1/2007,"Uneasy about the economy and unimpressed by merchandise, American shoppers delivered the bleak holiday shopping season retailers had expected. Spending rose just 3.6 percent over 2006.",-0.3182,0.163,0.749,0.088
11/1/2008,"COLUMBIA, Maryland — The U.S. holiday shopping season got off to a slow start as consumers, squeezed by the economic crisis, bought carefully, and many said they would wait for better deals closer to Christmas.",0.25,0.102,0.721,0.177
12/1/2008,Kanye West’s new “808s & Heartbreak” topped the album chart on a Thanksgiving week that saw lower-than-expected sales.,0,0,1,0
12/1/2008,A look at the top-selling cameras from the online retailer reveals some stark trends.,0,0,1,0
11/1/2008,"COLUMBIA, Maryland — The U.S. holiday shopping season got off to a slow start as consumers, squeezed by the economic crisis, bought carefully and many said they would wait for better deals closer to Christmas.",0.25,0.102,0.721,0.177
11/1/2008,"Retailers began their after-Christmas sales in earnest on Friday, but even if business is brisk, it will not make up for the dismal holiday shopping season.",0.0258,0.157,0.627,0.217
11/1/2008,"SAN FRANCISCO — In a rare bright spot for the U.S. retail industry, e-commerce sites had a strong holiday weekend, with online sales from Friday through Monday up 13 percent compared with last year, according to data released Wednesday by comScore.",0.836,0,0.797,0.203
12/1/2008,"Here’s something to add to the today’s list of holiday sales: Housing Works will have a sale of 500 vintage Yves Saint Laurent pieces on Dec. 11, from 6 p.m. to 9 p.m. The location is 157 E. 23rd, between Lexington and Third (212-529-5955), and prices will range from $45 to $250. According to Housing Works, the clothes—evening dresses, pinstriped suits, frilly blouses and more—are from one New York donor. (The period seems to be 70s-80s; sizes run from 32 to 44.) The sale, with refreshments, is free and open to the public. ",0.7184,0,0.936,0.064
12/1/2008,"While traditional retailers suffer, strong sales on Cyber Monday capped a good holiday weekend for online retailers, according to comScore.",0.6597,0.128,0.547,0.325
12/1/2008,"Foot traffic at retail stores declined 23.7 percent and sales fell 5.3 percent compared with a year ago, according to the research firm ShopperTrak.",0,0,1,0
11/1/2008,"SAN FRANCISCO — In a rare bright spot for the U.S. retail industry, e-commerce sites had a strong Thanksgiving weekend, with online sales from Friday through Monday up 13 percent, compared with sales in the same period last year, according to data by comScore.",0.7351,0,0.863,0.137
11/1/2009,"John Mayer’s latest album, “Battle Studies,” easily topped the Billboard chart in a week heavy with prominent new releases as the music industry gears up the for the holiday-shopping period.",0.5719,0,0.852,0.148
11/1/2009,"Online discount retailer, Gilt Groupe Inc. has created a series of flash holiday sales that combine upscale vacations and fashion duds.",0.5719,0,0.793,0.207
11/1/2009,"Holiday sales of hardcovers are the latest chapter in the nation’s culture wars, with corporate giants accused of trying to push political agendas.",-0.4767,0.204,0.702,0.095
12/1/2009,The figures reinforced expectations of a modest rise in consumer spending over the next few months.,0,0,1,0
12/1/2009,"Despite reports of weaker spending on the Friday after Thanksgiving, the nation’s stores appear to have fared much better this November than last year.",0.6492,0,0.806,0.194
12/1/2009,"Markets kept their winning streak alive for at least one more day on Monday, regaining some momentum in the final minutes of the day to end higher.",0.7184,0,0.806,0.194
12/1/2009,"After winter storms caused slower than usual sales last Saturday, retailers are hoping there will be lots of last-minute shoppers and are rolling out online shipping promotions to encourage the procrastinators.",0.7269,0,0.826,0.174
11/1/2009,"The Bay Area’s foodies, booksellers and nightclub owners.",0,0,1,0
11/1/2009,"In its first TV spots for Christmas since 2006, Gap is featuring energetic young people performing as singers and cheerleaders.",0.6249,0,0.779,0.221
11/1/2009,Retailing analysts said sales declines were minor and that many consumers were saving their strength for the day after Thanksgiving.,0.4939,0,0.856,0.144
11/1/2010,The average amount spent per person from Thursday to Sunday was more than a 6 percent increase over last year.,0.3744,0,0.869,0.131
11/1/2010,"The Friday before Thanksgiving offers a refuge for shoppers who hate Black Friday’s crowds, but love deals.",0.6652,0.106,0.632,0.262
11/1/2010,Student Opinion | Will you take part in the ritual of shopping for bargains on Black Friday?,0,0,1,0
11/1/2010,"J. Crew will sell itself for $43.50 a share to TPG, Leonard Green & Partners and the company’s chairman, Millard S. Drexler.",0.296,0,0.896,0.104
12/1/2010,"The digital camera maker is advertising a 3-D camera to parents at showings of movies intended for families, like “Harry Potter” and “Tangled.”",0.3612,0,0.894,0.106
12/1/2010,"A combination of the two bookstore chains could help them pare back the number of stores they run, as well as cut operational costs.",0.4588,0.077,0.699,0.224
11/1/2010,The United States market started out lower but regained some ground in part because of signs that consumer confidence was improving.,0.8573,0.056,0.593,0.351
11/1/2010,"As they pursue the retailer, two buyout firms want to keep the leadership of Millard S. Drexler, its chairman and chief executive.",0.0772,0,0.942,0.058
12/1/2010,"Did Black Friday, Small Business Saturday or Cyber Monday help your business?",0.4019,0,0.803,0.197
12/1/2010,"Despite optimistic economic forecasts, a national survey highlights the deep and continuing pain experienced by millions of jobless Americans.",-0.6442,0.247,0.753,0
12/1/2011,"The Saturday before Christmas is too crucial to retailers to be left in the hands of procrastinating shoppers, so many stores are having “Super Saturday” this weekend instead.",0,0,1,0
11/1/2011,"American consumers opened their wallets in a way they had not since before the recession, setting records in sales and traffic, but there were signs the gains might not last.",0.296,0.059,0.844,0.097
12/1/2011,"New York City’s department store restaurants are good enough for destination dining, doubly so during the holiday and post-holiday sales seasons.",0.7063,0,0.764,0.236
12/1/2011,"Despite the tough economy and struggles for offline retailers, shoppers have spent $32 billion online this holiday season, an increase of 15 percent over last year. Though mobile shopping has contributed to online spending this year, shoppers are more likely to browse and research e-commerce sites from their cellphones and then turn to their tablets to make purchases, especially in the evening.",0.4205,0.059,0.841,0.1
12/1/2011,Michael Bublé’s “Christmas” is this year’s holiday hit and is the third-best-selling album of the year.,0.4019,0,0.847,0.153
11/1/2011,"When stores open for Black Friday sales late Thursday night, the differences between how affluent and more ordinary Americans shop in the uncertain economy will be on unusually vivid display.",-0.296,0.071,0.929,0
12/1/2011,"The closings represent a fraction of the total stores, but they underscore the retailer’s precarious financial position.",0,0,1,0
12/1/2011,"In the so-called year of the e-book, retail bookshops are reporting brisk sales for high-priced titles.",0.1531,0,0.904,0.096
12/1/2011,The police on Tuesday appealed for witnesses in a fatal stabbing that shut down London’s main shopping street on one of the busiest retail days of the year.,-0.5423,0.119,0.881,0
12/1/2011,A collection of links from the reporters and editors of the Dining section.,0,0,1,0
12/1/2012,Weak PC sales this holiday season suggest the struggles of Microsoft and other companies that depend heavily on the computer business will not abate soon.,-0.3127,0.177,0.721,0.102
12/1/2012,"The beleaguered electronics retailer says it will give its founder, Richard Schulze, until Feb. 28 to make a takeover bid for the company, so that he may look at holiday sales numbers.",0.4019,0,0.917,0.083
12/1/2012,"The British publishing and education company Pearson says it will invest $89.5 million in the digital Nook business for a 5 percent stake, as Barnes & Noble says that its holiday sales will be below expectations.",0.6908,0,0.845,0.155
11/1/2012,"Retailers enjoyed an average 2.7 percent increase in same-store sales, but analysts were looking ahead to November’s results to assess Hurricane Sandy’s impact.",0.4215,0,0.847,0.153
12/1/2012,"Even without best sellers on the scale of last year’s Steve Jobs biography, owners of independent bookstores say sales are good, and that Kobo e-readers have been a boon.",-0.12,0.104,0.806,0.09
